标签类型,一级标签
食品饮料行业-速溶咖啡咖啡豆粉叶子类目偏好,黄糖包
食品饮料行业-速溶混合咖啡品类偏好V2,三合一
食品饮料行业-速溶混合咖啡品类偏好V2,纯咖啡
食品饮料行业-速溶混合咖啡品类偏好V2,白咖啡
食品饮料行业-家庭决策人群,精致单身人群
食品饮料行业-家庭决策人群,已婚有娃中/老年家庭
食品饮料行业-家庭决策人群,中年已婚未育家庭
食品饮料行业-家庭决策人群,已婚有娃年轻家庭
食品饮料行业-家庭决策人群,已婚无娃年轻家庭
食品饮料行业-饼干年消费金额,0-50元
食品饮料行业-饼干年消费金额,50-100元
食品饮料行业-饼干年消费金额,100-150元
食品饮料行业-饼干年消费金额,150元及以上
食品饮料行业-饼干年消费品牌个数,0个
食品饮料行业-饼干年消费品牌个数,1个
食品饮料行业-饼干年消费品牌个数,2个
食品饮料行业-饼干年消费品牌个数,3个
食品饮料行业-饼干年消费品牌个数,4个
食品饮料行业-饼干年消费品牌个数,5个及以上
食品饮料行业-饼干年消费频次,1次
食品饮料行业-饼干年消费频次,2次
食品饮料行业-饼干年消费频次,3次
食品饮料行业-饼干年消费频次,4次
食品饮料行业-饼干年消费频次,5次
食品饮料行业-饼干年消费频次,6次及以上
食品饮料行业-酒类类目偏好,威末/Vermouth
食品饮料行业-酒类类目偏好,保健食品酒
食品饮料行业-酒类类目偏好,金酒/Gin
食品饮料行业-酒类类目偏好,梅酒
食品饮料行业-酒类类目偏好,预调鸡尾酒/Alcopop
食品饮料行业-酒类类目偏好,葡萄酒
食品饮料行业-酒类类目偏好,白兰地/Brandy
食品饮料行业-酒类类目偏好,伏特加/Vodka
食品饮料行业-酒类类目偏好,清酒/烧酒
食品饮料行业-酒类类目偏好,啤酒
食品饮料行业-酒类类目偏好,力娇酒/Liqueur
食品饮料行业-酒类类目偏好,龙舌兰/Tequila
食品饮料行业-酒类类目偏好,朗姆酒/Rum
食品饮料行业-酒类类目偏好,国产白酒
食品饮料行业-酒类类目偏好,威士忌/Whiskey
食品饮料行业-啤酒年消费金额分段,"(0,50元)"
食品饮料行业-啤酒年消费金额分段,"[50,100元)"
食品饮料行业-啤酒年消费金额分段,"[100,200元)"
食品饮料行业-啤酒年消费金额分段,"[200,300元)"
食品饮料行业-啤酒年消费金额分段,"[300,400元)"
食品饮料行业-啤酒年消费金额分段,"[400,600元)"
食品饮料行业-啤酒年消费金额分段,"[600,800元)"
食品饮料行业-啤酒年消费金额分段,800元及以上
食品饮料行业-啤酒年消费频次,1次
食品饮料行业-啤酒年消费频次,2次
食品饮料行业-啤酒年消费频次,3次
食品饮料行业-啤酒年消费频次,4次
食品饮料行业-啤酒年消费频次,4次以上
食品饮料行业-啤酒产地偏好,中国
食品饮料行业-啤酒产地偏好,比利时
食品饮料行业-啤酒产地偏好,德国
食品饮料行业-啤酒产地偏好,其他
食品饮料行业-啤酒产地偏好,法国
食品饮料行业-啤酒产地偏好,俄罗斯
食品饮料行业-啤酒产地偏好,墨西哥
食品饮料行业-啤酒产地偏好,丹麦
食品饮料行业-啤酒产地偏好,美国
食品饮料行业-啤酒产地偏好,英国
食品饮料行业-啤酒产地偏好,荷兰
食品饮料行业-啤酒产地偏好,日本
食品饮料行业-啤酒产地偏好,西班牙
食品饮料行业-啤酒产地偏好,爱尔兰
食品饮料行业-啤酒产地偏好,意大利
食品饮料行业-啤酒产地偏好,韩国
食品饮料行业-啤酒包装偏好,单瓶装
食品饮料行业-啤酒包装偏好,三瓶装
食品饮料行业-啤酒包装偏好,六瓶装
食品饮料行业-啤酒包装偏好,八瓶装
食品饮料行业-啤酒包装偏好,九瓶装
食品饮料行业-啤酒风味分类偏好,白啤酒
食品饮料行业-啤酒风味分类偏好,黄啤酒
食品饮料行业-啤酒风味分类偏好,黑啤酒
食品饮料行业-最近365天咖啡类目支付子订单数,1次
食品饮料行业-最近365天咖啡类目支付子订单数,2次
食品饮料行业-最近365天咖啡类目支付子订单数,3次
食品饮料行业-最近365天咖啡类目支付子订单数,4次
食品饮料行业-最近365天咖啡类目支付子订单数,5次
食品饮料行业-最近365天咖啡类目支付子订单数,6次
食品饮料行业-最近365天咖啡类目支付子订单数,7次
食品饮料行业-最近365天咖啡类目支付子订单数,8次
食品饮料行业-最近365天咖啡类目支付子订单数,9次
食品饮料行业-最近365天咖啡类目支付子订单数,10次
食品饮料行业-最近365天咖啡类目支付子订单数,11次
食品饮料行业-最近365天咖啡类目支付子订单数,12次
食品饮料行业-最近365天咖啡类目支付子订单数,12次以上
食品饮料行业-最近365天咖啡类目支付金额,"(0,100元)"
食品饮料行业-最近365天咖啡类目支付金额,"[100,300元)"
食品饮料行业-最近365天咖啡类目支付金额,"[300,500元)"
食品饮料行业-最近365天咖啡类目支付金额,"[500,1000元)"
食品饮料行业-最近365天咖啡类目支付金额,"[1000,1500元)"
食品饮料行业-最近365天咖啡类目支付金额,"[1500,2000元)"
食品饮料行业-最近365天咖啡类目支付金额,"[2000,3000元)"
食品饮料行业-最近365天咖啡类目支付金额,3000元以上
食品饮料行业-乳制品价格段偏好,"(0,30元)"
食品饮料行业-乳制品价格段偏好,"[30,50元)"
食品饮料行业-乳制品价格段偏好,"[50,100元)"
食品饮料行业-乳制品价格段偏好,"[100,150元)"
食品饮料行业-乳制品价格段偏好,"[150,200元)"
食品饮料行业-乳制品价格段偏好,200元及以上
食品饮料行业-乳制品年消费频次,1次
食品饮料行业-乳制品年消费频次,2次
食品饮料行业-乳制品年消费频次,3次
食品饮料行业-乳制品年消费频次,4-5次
食品饮料行业-乳制品年消费频次,6-8次
食品饮料行业-乳制品年消费频次,9-10次
食品饮料行业-乳制品年消费频次,11次及以上
食品饮料行业-巧克力年消费频次,1次
食品饮料行业-巧克力年消费频次,2次
食品饮料行业-巧克力年消费频次,3次
食品饮料行业-巧克力年消费频次,4-6次
食品饮料行业-巧克力年消费频次,7次及以上
食品饮料行业-巧克力价格段偏好,0-109元
食品饮料行业-巧克力价格段偏好,110-169元
食品饮料行业-巧克力价格段偏好,170-349元
食品饮料行业-巧克力价格段偏好,350元及以上
食品饮料行业-乳制品年消费金额分段,"(0,50元)"
食品饮料行业-乳制品年消费金额分段,"[50,100元)"
食品饮料行业-乳制品年消费金额分段,"[100,200元)"
食品饮料行业-乳制品年消费金额分段,"[200,300元)"
食品饮料行业-乳制品年消费金额分段,"[300,500元)"
食品饮料行业-乳制品年消费金额分段,"[500,1000元)"
食品饮料行业-乳制品年消费金额分段,1000元及以上
食品饮料行业-巧克力年消费金额,"(0,74元)"
食品饮料行业-巧克力年消费金额,"[74,202元)"
食品饮料行业-巧克力年消费金额,202元及以上
食品饮料行业-饮料种类偏好,果味/风味饮料
食品饮料行业-饮料种类偏好,碳酸饮料
食品饮料行业-饮料种类偏好,饮用水
食品饮料行业-饮料种类偏好,茶饮料
食品饮料行业-饮料种类偏好,植物蛋白饮料/植物奶/植物酸奶
食品饮料行业-饮料种类偏好,功能饮料饮品
食品饮料行业-饮料种类偏好,纯果蔬汁
食品饮料行业-饮料种类偏好,即饮咖啡
食品饮料行业-饮料种类偏好,植物饮料
食品饮料行业-饮料种类偏好,浓缩果蔬汁
食品饮料行业-饮料种类偏好,凉茶
食品饮料行业-饮料种类偏好,酸梅汤
食品饮料行业-茶二级类目名称偏好,代用/花草/水果/再加工茶
食品饮料行业-茶二级类目名称偏好,绿茶
食品饮料行业-茶二级类目名称偏好,普洱
食品饮料行业-茶二级类目名称偏好,乌龙茶
食品饮料行业-茶二级类目名称偏好,红茶
食品饮料行业-茶二级类目名称偏好,白茶
食品饮料行业-茶二级类目名称偏好,黑茶
食品饮料行业-糖果价格段偏好,10元以下
食品饮料行业-糖果价格段偏好,10-19元
食品饮料行业-糖果价格段偏好,20-29元
食品饮料行业-糖果价格段偏好,30-49元
食品饮料行业-糖果价格段偏好,50-99元
食品饮料行业-糖果价格段偏好,100元及以上
食品饮料行业-茶年消费金额分段,1-29元
食品饮料行业-茶年消费金额分段,30-49元
食品饮料行业-茶年消费金额分段,50-99元
食品饮料行业-茶年消费金额分段,100-199元
食品饮料行业-茶年消费金额分段,200-499元
食品饮料行业-茶年消费金额分段,500元及以上
食品饮料行业-茶年消费频次,1次
食品饮料行业-茶年消费频次,2次
食品饮料行业-茶年消费频次,3次
食品饮料行业-茶年消费频次,4-5次
食品饮料行业-茶年消费频次,5次以上
食品饮料行业-糖果年消费金额分段,1-29元
食品饮料行业-糖果年消费金额分段,30-49元
食品饮料行业-糖果年消费金额分段,50-99元
食品饮料行业-糖果年消费金额分段,100-199元
食品饮料行业-糖果年消费金额分段,200元及以上
食品饮料行业-糖果年消费频次,1次
食品饮料行业-糖果年消费频次,2次
食品饮料行业-糖果年消费频次,3次
食品饮料行业-糖果年消费频次,4-5次
食品饮料行业-糖果年消费频次,5次以上
宠物行业-宠物行业策略人群,猫狗_小城呵宠
宠物行业-宠物行业策略人群,猫狗_小城乐活
宠物行业-宠物行业策略人群,猫狗_随心养宠
宠物行业-宠物行业策略人群,猫狗_健康护宠
宠物行业-宠物行业策略人群,猫狗_实力臻宠
宠物行业-宠物行业策略人群,猫狗_悦己陪伴
宠物行业-宠物行业策略人群,猫狗_科学品质
宠物行业-宠物健康关键时刻,宠物皮肤问题
宠物行业-宠物健康关键时刻,宠物肠胃问题
宠物行业-宠物健康关键时刻,宠物口腔问题
宠物行业-宠物健康关键时刻,宠物肥胖问题
宠物行业-宠物健康关键时刻,宠物泌尿问题
宠物行业-宠物健康关键时刻,宠物绝育问题
宠物行业-养宠健康场景偏好,高偏好
宠物行业-养宠健康场景偏好,低偏好
宠物行业-养宠健康场景偏好,中偏好
宠物行业-养宠快乐场景偏好,高偏好
宠物行业-养宠快乐场景偏好,低偏好
宠物行业-养宠快乐场景偏好,中偏好
宠物行业-养宠美丽场景偏好,高偏好
宠物行业-养宠美丽场景偏好,中偏好
宠物行业-养宠美丽场景偏好,低偏好
宠物行业-预测宠物种类,狗
宠物行业-预测宠物种类,猫
宠物行业-预测宠物种类,"狗,猫"
宠物行业-预测宠物狗年龄段,成年狗
宠物行业-预测宠物狗年龄段,老年狗
宠物行业-预测宠物狗年龄段,幼年狗
宠物行业-预测宠物猫年龄段,成年猫
宠物行业-预测宠物猫年龄段,老年猫
宠物行业-预测宠物猫年龄段,幼年猫
宠物行业-天猫宠物(猫狗)人群_消费意愿,品质实用者
宠物行业-天猫宠物(猫狗)人群_消费意愿,高端偏好者
宠物行业-天猫宠物(猫狗)人群_消费意愿,基础实用者
宠物行业-天猫宠物(猫狗)人群_消费意愿,精致智享者
宠物行业-天猫宠物(猫狗)人群_消费意愿,基础经济者
宠物行业-宠物先锋度人群,早期采用者
宠物行业-宠物先锋度人群,晚期采用者
宠物行业-宠物先锋度人群,早期引领者
宠物行业-宠物先锋度人群,保守消费者
宠物行业-宠物先锋度人群,先锋者
宠物行业-宠物年龄,猫成年
宠物行业-宠物年龄,狗成年
宠物行业-宠物年龄,猫幼年
宠物行业-宠物年龄,狗老年
宠物行业-宠物年龄,狗幼年
宠物行业-宠物年龄,猫老年
宠物行业-宠物（猫狗）主粮包装规格偏好,=<2.5 (小包装）
宠物行业-宠物（猫狗）主粮包装规格偏好,2.5-5（中包装）
宠物行业-宠物（猫狗）主粮包装规格偏好,>=5（大包装）
宠物行业-宠物（猫狗）食品产品类型偏好,仅主粮
宠物行业-宠物（猫狗）食品产品类型偏好,仅零食
宠物行业-宠物（猫狗）食品产品类型偏好,主粮与零食混合
宠物行业-宠物（猫狗）食品价格段偏好,0-9元
宠物行业-宠物（猫狗）食品价格段偏好,10-19元
宠物行业-宠物（猫狗）食品价格段偏好,20-29元
宠物行业-宠物（猫狗）食品价格段偏好,30-39元
宠物行业-宠物（猫狗）食品价格段偏好,40-49元
宠物行业-宠物（猫狗）食品价格段偏好,50-69元
宠物行业-宠物（猫狗）食品价格段偏好,70-99元
宠物行业-宠物（猫狗）食品价格段偏好,100-149元
宠物行业-宠物（猫狗）食品价格段偏好,150-199元
宠物行业-宠物（猫狗）食品价格段偏好,200元及以上
宠物行业-宠物（猫狗）食品年消费金额分段,1-99元
宠物行业-宠物（猫狗）食品年消费金额分段,100-199元
宠物行业-宠物（猫狗）食品年消费金额分段,200-299元
宠物行业-宠物（猫狗）食品年消费金额分段,300-499元
宠物行业-宠物（猫狗）食品年消费金额分段,500-699元
宠物行业-宠物（猫狗）食品年消费金额分段,700-899元
宠物行业-宠物（猫狗）食品年消费金额分段,900元及以上
宠物行业-宠物（猫狗）食品年消费频次,1次
宠物行业-宠物（猫狗）食品年消费频次,2次
宠物行业-宠物（猫狗）食品年消费频次,3次
宠物行业-宠物（猫狗）食品年消费频次,4-5次
宠物行业-宠物（猫狗）食品年消费频次,6-7次
宠物行业-宠物（猫狗）食品年消费频次,8-9次
宠物行业-宠物（猫狗）食品年消费频次,10次及以上
宠物行业-预测宠物年龄,犬：成年
宠物行业-预测宠物年龄,猫：成年
宠物行业-预测宠物年龄,猫：幼年
宠物行业-预测宠物年龄,犬：幼年
宠物行业-预测宠物年龄,"犬：成年,猫：成年"
宠物行业-预测宠物年龄,犬：老年
宠物行业-预测宠物年龄,"犬：成年,猫：幼年"
宠物行业-预测宠物年龄,"犬：幼年,猫：成年"
宠物行业-预测宠物年龄,"犬：幼年,猫：幼年"
宠物行业-预测宠物年龄,猫：老年
宠物行业-预测宠物年龄,"犬：老年,猫：成年"
宠物行业-预测宠物年龄,"犬：老年,猫：幼年"
宠物行业-预测宠物狗体型大小分类,"小型犬,中型犬"
宠物行业-预测宠物狗体型大小分类,"中型犬,大型犬"
宠物行业-预测宠物狗体型大小分类,"小型犬,大型犬"
宠物行业-预测宠物狗体型大小分类,"小型犬,中型犬,大型犬"
宠物行业-预测宠物狗体型大小分类,小型犬
宠物行业-预测宠物狗体型大小分类,中型犬
宠物行业-预测宠物狗体型大小分类,大型犬
服饰行业-天猫服饰品牌偏好相似-高消费策略人群,中产新贵
服饰行业-天猫服饰品牌偏好相似-高消费策略人群,岁月丽人
服饰行业-天猫服饰品牌偏好相似-高消费策略人群,时尚新生
服饰行业-天猫服饰品牌偏好相似-高消费策略人群,品质奢贵
服饰行业-天猫服饰品牌偏好相似-高消费策略人群,精致新锐
服饰行业-服饰高价值人群,服饰高价值人群
服饰行业-天猫服饰品牌偏好相似人群,银发惠选族
服饰行业-天猫服饰品牌偏好相似人群,家衣主理人
服饰行业-天猫服饰品牌偏好相似人群,乐活衣趣族
服饰行业-天猫服饰品牌偏好相似人群,时尚新生
服饰行业-天猫服饰品牌偏好相似人群,岁月丽人
服饰行业-天猫服饰品牌偏好相似人群,品质奢贵
服饰行业-天猫服饰品牌偏好相似人群,中产新贵
服饰行业-天猫服饰品牌偏好相似人群,精致新锐
服饰行业-天猫服饰内衣家居红品人群,内衣红品人群
服饰行业-天猫服饰新年焕新衣人群,换新衣人群
服饰行业-天猫服饰礼赠人群,送女性
服饰行业-天猫服饰礼赠人群,送男性
服饰行业-男装行业人群,家庭消费女性（低频）
服饰行业-男装行业人群,精明普购男性
服饰行业-男装行业人群,高阶品质男性
服饰行业-男装行业人群,中性时尚女性
服饰行业-男装行业人群,家庭消费女性（中频）
服饰行业-男装行业人群,家庭消费女性（高频）
服饰行业-男装行业人群,潮流时尚男性
服饰行业-内衣行业应用人群,身材苗条MM
服饰行业-内衣行业应用人群,身材丰腴MM
服饰行业-服饰趋势人群,防晒凉感偏好人群
服饰行业-礼赠偏好人群,礼赠偏好人群-送男性伴侣
服饰行业-礼赠偏好人群,礼赠偏好人群-母亲节
服饰行业-礼赠偏好人群,礼赠偏好人群-送女性伴侣
服饰行业-礼赠偏好人群,礼赠偏好人群-父亲节
服饰行业-服饰权益偏好人群,服饰权益偏好人群
服饰行业-服饰反季清仓偏好人群（夏季）,服饰夏季反季清仓偏好人群
服饰行业-服饰时尚策略人群,乐享性能
服饰行业-服饰时尚策略人群,质价精算
服饰行业-服饰时尚策略人群,品质简奢
服饰行业-服饰时尚策略人群,有颜有质
服饰行业-服饰时尚策略人群,低价有颜
服饰行业-服饰时尚策略人群,奢购悦己
服饰行业-服饰时尚策略人群,先锋时髦精
服饰行业-服饰时尚策略人群,节俭刚需
服饰行业-服饰时尚策略人群,好价先潮
服饰行业-女性潮流服饰人群细分,甜酷少女
服饰行业-女性潮流服饰人群细分,街头制燥
服饰行业-女性潮流服饰人群细分,东方腔调
服饰行业-女性潮流服饰人群细分,未来主义
服饰行业-女性潮流服饰人群细分,极简主义
服饰行业-女性潮流服饰人群细分,娘Man主义
服饰行业-女性潮流服饰人群细分,日韩风潮
服饰行业-女性潮流服饰人群细分,土酷风潮
服饰行业-女性潮流服饰人群细分,先锋复古
服饰行业-大服饰时尚度分层,早期采用者
服饰行业-大服饰时尚度分层,早期引领者
服饰行业-大服饰时尚度分层,晚期采用者
服饰行业-大服饰时尚度分层,保守消费者
服饰行业-大服饰时尚度分层,先锋者
服饰行业-大服饰潮流人群细分,运动潮咖
服饰行业-大服饰潮流人群细分,街头酷族
服饰行业-大服饰潮流人群细分,盐甜一族
服饰行业-大服饰潮流人群细分,国潮达人
服饰行业-大服饰潮流人群细分,隐形潮人
服饰行业-大服饰潮流人群细分,设计追新派
服饰行业-大服饰潮流人群细分,复古潮流
服饰行业-服饰重潮人群,是
服饰行业-行业老客,女装/女士精品
服饰行业-行业老客,女士内衣/男士内衣/家居服
服饰行业-行业老客,男装
服饰行业-行业老客,服饰配件/皮带/帽子/围巾
服饰行业-行业老客,女鞋
服饰行业-行业老客,箱包皮具/热销女包/男包
服饰行业-行业老客,流行男鞋
服饰行业-行业老客,ZIPPO/瑞士军刀/眼镜
服饰行业-行业老客,手表
服饰行业-行业老客,个性定制/设计服务/DIY
服饰行业-行业沉寂,女装/女士精品
服饰行业-行业沉寂,女士内衣/男士内衣/家居服
服饰行业-行业沉寂,男装
服饰行业-行业沉寂,服饰配件/皮带/帽子/围巾
服饰行业-行业沉寂,女鞋
服饰行业-行业沉寂,箱包皮具/热销女包/男包
服饰行业-行业沉寂,流行男鞋
服饰行业-行业沉寂,ZIPPO/瑞士军刀/眼镜
服饰行业-行业沉寂,手表
服饰行业-行业沉寂,个性定制/设计服务/DIY
服饰行业-行业兴趣观望,女装/女士精品
服饰行业-行业兴趣观望,男装
服饰行业-行业兴趣观望,女士内衣/男士内衣/家居服
服饰行业-行业兴趣观望,女鞋
服饰行业-行业兴趣观望,服饰配件/皮带/帽子/围巾
服饰行业-行业兴趣观望,箱包皮具/热销女包/男包
服饰行业-行业兴趣观望,流行男鞋
服饰行业-行业兴趣观望,ZIPPO/瑞士军刀/眼镜
服饰行业-行业兴趣观望,手表
服饰行业-行业兴趣观望,个性定制/设计服务/DIY
服饰行业-大服饰策略人群,潮流人群
服饰行业-大服饰策略人群,高阶时尚
服饰行业-大服饰策略人群,大众实用
服饰行业-大服饰策略人群,低价实惠
服饰行业-大服饰策略人群,品质生活
服饰行业-大服饰策略人群,低价有颜
服饰行业-女装女鞋人群分类,平价实惠者
服饰行业-女装女鞋人群分类,主流时尚者
服饰行业-女装女鞋人群分类,购物热衷者
服饰行业-女装女鞋人群分类,潮流人群
服饰行业-女装女鞋人群分类,品质实用者
服饰行业-女装女鞋人群分类,奢华风格人群
服饰行业-男装男鞋人群分类,潮流人群
服饰行业-男装男鞋人群分类,平价实惠者
服饰行业-男装男鞋人群分类,品质实用者
服饰行业-男装男鞋人群分类,购物热衷者
服饰行业-男装男鞋人群分类,主流时尚者
服饰行业-男装男鞋人群分类,奢华风格人群
家电行业-生活电器消电先锋度人群,早期采用者
家电行业-生活电器消电先锋度人群,大众采用者
家电行业-生活电器消电先锋度人群,早期引领者
家电行业-生活电器消电先锋度人群,先锋者
家电行业-平板电视价格段偏好,500元以下
家电行业-平板电视价格段偏好,500-999元
家电行业-平板电视价格段偏好,1000-1499元
家电行业-平板电视价格段偏好,1500-1999元
家电行业-平板电视价格段偏好,2000-2499元
家电行业-平板电视价格段偏好,2500-2999元
家电行业-平板电视价格段偏好,3000-3499元
家电行业-平板电视价格段偏好,3500-3999元
家电行业-平板电视价格段偏好,4000-4499元
家电行业-平板电视价格段偏好,4500-4999元
家电行业-平板电视价格段偏好,5000-5999元
家电行业-平板电视价格段偏好,6000-6999元
家电行业-平板电视价格段偏好,7000-7999元
家电行业-平板电视价格段偏好,8000-8999元
家电行业-平板电视价格段偏好,9000-9999元
家电行业-平板电视价格段偏好,10000-14999元
家电行业-平板电视价格段偏好,15000元及以上
家电行业-热水器价格段偏好,500元以下
家电行业-热水器价格段偏好,500-999元
家电行业-热水器价格段偏好,1000-1499元
家电行业-热水器价格段偏好,1500-1999元
家电行业-热水器价格段偏好,2000-2499元
家电行业-热水器价格段偏好,2500-2999元
家电行业-热水器价格段偏好,3000-3999元
家电行业-热水器价格段偏好,4000-4999元
家电行业-热水器价格段偏好,5000-5999元
家电行业-热水器价格段偏好,6000-6999元
家电行业-热水器价格段偏好,7000-7999元
家电行业-热水器价格段偏好,8000-8999元
家电行业-热水器价格段偏好,9000-9999元
家电行业-热水器价格段偏好,10000-14999元
家电行业-热水器价格段偏好,15000元及以上
家电行业-空调价格段偏好,1500元以下
家电行业-空调价格段偏好,1500-1999元
家电行业-空调价格段偏好,2000-2499元
家电行业-空调价格段偏好,2500-2999元
家电行业-空调价格段偏好,3000-3999元
家电行业-空调价格段偏好,4000-5999元
家电行业-空调价格段偏好,6000元及以上
家电行业-冰箱价格段偏好,2000元以下
家电行业-冰箱价格段偏好,2000-2999元
家电行业-冰箱价格段偏好,3000-4999元
家电行业-冰箱价格段偏好,5000元及以上
家电行业-大家电能效等级偏好,一级
家电行业-大家电能效等级偏好,二级
家电行业-大家电能效等级偏好,三级
家电行业-大家电能效等级偏好,四级
家电行业-大家电能效等级偏好,五级
家电行业-大家电能效等级偏好,其他
家电行业-全量家装机会人群,是
家电行业-洗衣机价格段偏好,500元以下
家电行业-洗衣机价格段偏好,500-999元
家电行业-洗衣机价格段偏好,1000-1499元
家电行业-洗衣机价格段偏好,1500-1999元
家电行业-洗衣机价格段偏好,2000-2499元
家电行业-洗衣机价格段偏好,2500-2999元
家电行业-洗衣机价格段偏好,3000-3999元
家电行业-洗衣机价格段偏好,4000-4999元
家电行业-洗衣机价格段偏好,5000-5999元
家电行业-洗衣机价格段偏好,6000-6999元
家电行业-洗衣机价格段偏好,7000-7999元
家电行业-洗衣机价格段偏好,8000-8999元
家电行业-洗衣机价格段偏好,9000-9999元
家电行业-洗衣机价格段偏好,10000-14999元
家电行业-洗衣机价格段偏好,15000元及以上
家电行业-大家电国别偏好,进口
家电行业-大家电国别偏好,国产
家装行业-预测家装场景人群,都市新贵装修客
家装行业-预测家装场景人群,都市成熟装修客
家装行业-预测家装场景人群,都市年轻装修客
家装行业-预测家装场景人群,小镇新贵装修客
家装行业-预测家装场景人群,小镇年轻装修客
家装行业-预测家装场景人群,小镇成熟装修客
家装行业-预测家居场景人群,都市贵居客
家装行业-预测家居场景人群,自居改善族
家装行业-预测家居场景人群,年轻惠居客
家装行业-预测家居场景人群,品质生活族
家装行业-预测家居场景人群,育儿安居客
家装行业-预测家居场景人群,小镇潮居客
家装行业-家装先锋度人群,早期采用者
家装行业-家装先锋度人群,大众采用者
家装行业-家装先锋度人群,早期引领者
家装行业-家装先锋度人群,先锋者
家装行业-家居风格偏好,现代简约
家装行业-家居风格偏好,复古
家装行业-家居风格偏好,新中式
家装行业-家居风格偏好,ins风
家装行业-家居风格偏好,北欧
家装行业-家居风格偏好,轻奢风
家装行业-家居风格偏好,宜家
家装行业-家居风格偏好,日式
家装行业-天猫家装策略人群,轻奢熟女(家装)
家装行业-天猫家装策略人群,城乡小资(家装)
家装行业-天猫家装策略人群,品质中产(家装)
家装行业-天猫家装策略人群,精致型男(家装)
家装行业-天猫家装策略人群,Z世代(家装)
家装行业-天猫家装策略人群,潮流租客(家装)
家装行业-天猫家装策略人群,小镇百姓(家装)
家装行业-天猫家装策略人群,实惠中年(家装)
家装行业-天猫家装应用人群,软装阶段3-家居小家电
家装行业-天猫家装应用人群,软装阶段2-大家电
家装行业-天猫家装应用人群,软装阶段1-家具
家装行业-天猫家装应用人群,硬装阶段3-五金光源
家装行业-天猫家装应用人群,硬装阶段2-装修主材和全屋定制
家装行业-天猫家装应用人群,硬装阶段1-基础水电
家装行业-家装风格,简约
家装行业-家装风格,简易
家装行业-家装风格,宜家
家装行业-家装风格,欧式
家装行业-家装风格,现代中式
家装行业-家装风格,美式
家装行业-家装风格,日式
家装行业-家装风格,田园
家装行业-家装风格,明清古典
家装行业-家装风格,地中海
家装行业-家装风格,东南亚
汽车行业-天猫汽车策略人群,实用代步
汽车行业-天猫汽车策略人群,实惠居家
汽车行业-天猫汽车策略人群,精致入门
汽车行业-天猫汽车策略人群,户外达人
汽车行业-天猫汽车策略人群,迷你代步
汽车行业-天猫汽车策略人群,豪华尊享
汽车行业-天猫汽车策略人群,中产进阶
汽车行业-天猫汽车策略人群,先锋玩家
汽车行业-汽车先锋度人群,大众采用者
汽车行业-汽车先锋度人群,早期采用者
汽车行业-汽车先锋度人群,早期引领者
汽车行业-汽车先锋度人群,先锋者
汽车行业-预测置换车辆的百公里加速,中
汽车行业-预测置换车辆的百公里加速,慢
汽车行业-预测置换车辆的百公里加速,快
汽车行业-预测汽车保养叶子类目偏好,车用附件
汽车行业-预测汽车保养叶子类目偏好,照明系统
汽车行业-预测汽车保养叶子类目偏好,轮胎
汽车行业-预测汽车保养叶子类目偏好,滤芯
汽车行业-预测汽车保养叶子类目偏好,防盗系统
汽车行业-预测汽车保养叶子类目偏好,电气系统
汽车行业-预测汽车保养叶子类目偏好,油品
汽车行业-预测汽车保养叶子类目偏好,动力系统
汽车行业-预测汽车保养叶子类目偏好,悬挂系统
汽车行业-预测汽车保养叶子类目偏好,冷却系统
汽车行业-预测汽车保养叶子类目偏好,制动系统
汽车行业-预测汽车保养叶子类目偏好,蓄电池
汽车行业-预测汽车保养叶子类目偏好,进排气系统
汽车行业-预测汽车保养叶子类目偏好,点火系统
汽车行业-预测汽车保养叶子类目偏好,供油系统
汽车行业-预测汽车保养叶子类目偏好,变速箱系统
汽车行业-预测汽车保养叶子类目偏好,转向系统
汽车行业-预测车主人生阶段,白领小资
汽车行业-预测车主人生阶段,资深中产
汽车行业-预测车主人生阶段,精致青年
汽车行业-预测车主人生阶段,勤俭蓝领
汽车行业-预测车主人生阶段,老当益壮
汽车行业-预测车主人生阶段,初入社会
汽车行业-预测车主人生阶段,节俭老人
汽车行业-预测是否处于限牌城市,不限牌
汽车行业-预测置换动力类型,燃油
汽车行业-预测置换动力类型,电动
汽车行业-预测置换动力类型,混动
汽车行业-预测持有车数量,1辆
汽车行业-预测持有车数量,多辆
汽车行业-预测环保标准,国五
汽车行业-预测环保标准,国六
汽车行业-预测环保标准,国四
汽车行业-预测置换车辆的排量,中
汽车行业-预测置换车辆的排量,小
汽车行业-预测置换车辆的排量,大
汽车行业-预测汽车美容叶子类目偏好,外观件
汽车行业-预测汽车美容叶子类目偏好,内饰系统
汽车行业-预测汽车用品叶子类目偏好,汽车内饰品
汽车行业-预测汽车用品叶子类目偏好,汽车清洗用品/清洗工具
汽车行业-预测汽车用品叶子类目偏好,汽车防护用品
汽车行业-预测汽车用品叶子类目偏好,汽车加装
汽车行业-预测汽车用品叶子类目偏好,汽车电子/导航/影音/电器
汽车行业-汽车车型偏好,中大型SUV
汽车行业-汽车车型偏好,中型SUV
汽车行业-汽车车型偏好,紧凑型SUV
汽车行业-汽车车型偏好,中型轿车
汽车行业-汽车车型偏好,紧凑型轿车
汽车行业-汽车车型偏好,小型轿车
汽车行业-汽车车型偏好,微型轿车
汽车行业-汽车车型偏好,性能车
汽车行业-汽车车型偏好,MPV
