标签类型,标签
电商品牌成交偏好,Josiny卓诗尼
电商品牌成交偏好,KAM YUEN甘源
电商品牌成交偏好,Befe
电商品牌成交偏好,福派
电商品牌成交偏好,TERUN天润
电商品牌成交偏好,Zuohongyoubei左烘右焙
电商品牌成交偏好,iFLYTEK科大讯飞
电商品牌成交偏好,ROMON罗蒙
电商品牌成交偏好,Heinz亨氏
电商品牌成交偏好,徕芬
电商品牌成交偏好,珂岸
电商品牌成交偏好,有道
电商品牌成交偏好,DEPOUND
电商品牌成交偏好,中乔
电商品牌成交偏好,LILANZ利郎
电商品牌成交偏好,珍视明
电商品牌成交偏好,COBOR可贝尔
电商品牌成交偏好,优瞳
电商品牌成交偏好,江中
电商品牌成交偏好,OISHI上好佳
电商品牌成交偏好,UGREEN绿联
电商品牌成交偏好,西贝莜面村
电商品牌成交偏好,FANCI范琦
电商品牌成交偏好,怡宝
电商品牌成交偏好,QIAODAN乔丹
电商品牌成交偏好,boben泊本
电商品牌成交偏好,UKISS悠珂思
电商品牌成交偏好,妙潔
电商品牌成交偏好,YYKPP
电商品牌成交偏好,chillmore
电商品牌成交偏好,高爷家
电商品牌成交偏好,yiwaeye伊娃爱
电商品牌成交偏好,原神
电商品牌成交偏好,BULL公牛
电商品牌成交偏好,都市芊郦
电商品牌成交偏好,SEVENCHIC
电商品牌成交偏好,洛伊士
电商品牌成交偏好,红谷林
电商品牌成交偏好,chief车仆
电商品牌成交偏好,足力健
电商品牌成交偏好,Estee Lauder雅诗兰黛
电商品牌成交偏好,XIAOMIBU小米步
电商品牌成交偏好,MELNG美菱
电商品牌成交偏好,blispring冰泉
电商品牌成交偏好,ClorisLand花皙蔻
电商品牌成交偏好,DERMABELL德玛贝尔
电商品牌成交偏好,大水滴
电商品牌成交偏好,ELF SACK妖精的口袋
电商品牌成交偏好,哈啰
电商品牌成交偏好,Septwolves七匹狼
电商品牌成交偏好,周六福
电商品牌成交偏好,喜家家
电商品牌成交偏好,D-CAL迪巧
电商品牌成交偏好,CLEAR清扬
电商品牌成交偏好,Ecosure Care优可舒
电商品牌成交偏好,yoose有色
电商品牌成交偏好,Relea物生物
电商品牌成交偏好,MeSmooth
电商品牌成交偏好,Ecovacs科沃斯
电商品牌成交偏好,官耳
电商品牌成交偏好,Anjoy安井
电商品牌成交偏好,Ladycare洁婷
电商品牌成交偏好,窝小芽
电商品牌成交偏好,宝婴美
电商品牌成交偏好,FFX
电商品牌成交偏好,思念
电商品牌成交偏好,本草纲目
电商品牌成交偏好,袋鼠先生
电商品牌成交偏好,Beazero未零
电商品牌成交偏好,LIUM溜溜梅
电商品牌成交偏好,野营者
电商品牌成交偏好,美洋
电商品牌成交偏好,Xueersi online学而思网校
电商品牌成交偏好,whisper护舒宝
电商品牌成交偏好,GOTDYA高缇雅
电商品牌成交偏好,Colgate高露洁
电商品牌成交偏好,周黑鸭
电商品牌成交偏好,Teenie Weenie
电商品牌成交偏好,臻圆满
电商品牌成交偏好,SKY FIRE天火
电商品牌成交偏好,starbucks星巴克
电商品牌成交偏好,MORPHY RICHARDS摩飞电器
电商品牌成交偏好,SHE LOG稀物集
电商品牌成交偏好,德克西
电商品牌成交偏好,nuotai诺泰
电商品牌成交偏好,Walch威露士
电商品牌成交偏好,莫奈
电商品牌成交偏好,SEAKLAM海肌兰
电商品牌成交偏好,雅萌
电商品牌成交偏好,莎瑞诗
电商品牌成交偏好,Chow Tai Seng周大生
电商品牌成交偏好,七年五季
电商品牌成交偏好,三全
电商品牌成交偏好,ZhongSanqing中三清
电商品牌成交偏好,kissport
电商品牌成交偏好,志辉
电商品牌成交偏好,膜法匠
电商品牌成交偏好,I'MINT
电商品牌成交偏好,海狸先生
电商品牌成交偏好,康师傅
电商品牌成交偏好,The history of Whoo后
电商品牌成交偏好,QISHUIHUA七水花
电商品牌成交偏好,麦当劳
电商品牌成交偏好,Knorr家乐
电商品牌成交偏好,POP MART泡泡玛特
电商品牌成交偏好,Wahson华生
电商品牌成交偏好,LEE KUM KEE李锦记
电商品牌成交偏好,榴芒一刻
电商品牌成交偏好,爱拉图
电商品牌成交偏好,Nourse卫仕
电商品牌成交偏好,MOLSOILED魔渍
电商品牌成交偏好,BOOMJOY宝家洁
电商品牌成交偏好,舒蕾
电商品牌成交偏好,易蓓
电商品牌成交偏好,欧拉
电商品牌成交偏好,Pelliot伯希和
电商品牌成交偏好,Bear小熊
电商品牌成交偏好,OES
电商品牌成交偏好,COFOE可孚
电商品牌成交偏好,真喜利
电商品牌成交偏好,万唯中考
电商品牌成交偏好,VC
电商品牌成交偏好,KIKO
电商品牌成交偏好,Suncha双枪
电商品牌成交偏好,Crest佳洁士
电商品牌成交偏好,十月结晶
电商品牌成交偏好,阴山优麦
电商品牌成交偏好,喵小侠
电商品牌成交偏好,SHIFENLA食分辣
电商品牌成交偏好,DIOR迪奥
电商品牌成交偏好,Mo&co.摩安珂
电商品牌成交偏好,学而思因材
电商品牌成交偏好,ZEGL
电商品牌成交偏好,TYMO
电商品牌成交偏好,BEGGI鼻精灵
电商品牌成交偏好,Fish4Dogs海洋之星
电商品牌成交偏好,JIAJIA加加
电商品牌成交偏好,科净威
电商品牌成交偏好,朴誉
电商品牌成交偏好,LOUIS YAO白鹿语
电商品牌成交偏好,仲景
电商品牌成交偏好,Durex杜蕾斯
电商品牌成交偏好,双汇
电商品牌成交偏好,KÖBACH康巴赫
电商品牌成交偏好,可爱多
电商品牌成交偏好,Roye
电商品牌成交偏好,轩妈
电商品牌成交偏好,头厨
电商品牌成交偏好,cature小壳
电商品牌成交偏好,YINGYA婴芽
电商品牌成交偏好,凯叔讲故事
电商品牌成交偏好,蜜禾
电商品牌成交偏好,FV
电商品牌成交偏好,DR.YU玉泽
电商品牌成交偏好,QQ星
电商品牌成交偏好,DiCHU涤初
电商品牌成交偏好,Bio-MESO肌活
电商品牌成交偏好,哈药
电商品牌成交偏好,LIANHUA莲花
电商品牌成交偏好,小彼恩
电商品牌成交偏好,Schwarzkopf施华蔻
电商品牌成交偏好,MAC魅可
电商品牌成交偏好,Ochirly欧时力
电商品牌成交偏好,富光
电商品牌成交偏好,Caran·Y卡拉羊
电商品牌成交偏好,燕之坊
电商品牌成交偏好,Lemonade
电商品牌成交偏好,ZDEER左点
电商品牌成交偏好,K-SKIN金稻
电商品牌成交偏好,阿尔法蛋
电商品牌成交偏好,OULAIJIA欧莱加
电商品牌成交偏好,春日来信
电商品牌成交偏好,MERCURY水星家纺
电商品牌成交偏好,Jack Jones杰克琼斯
电商品牌成交偏好,Goldfarm高梵
电商品牌成交偏好,Toptrees领先
电商品牌成交偏好,百菲酪
电商品牌成交偏好,松达
电商品牌成交偏好,江中食疗
电商品牌成交偏好,GENIO LAMODE
电商品牌成交偏好,疯狂小狗
电商品牌成交偏好,泡小燕
电商品牌成交偏好,暴肌独角兽
电商品牌成交偏好,BIO LAB听研
电商品牌成交偏好,劲仔
电商品牌成交偏好,emxee嫚熙
电商品牌成交偏好,YSL圣罗兰
电商品牌成交偏好,迷奇
电商品牌成交偏好,花至
电商品牌成交偏好,简爱
电商品牌成交偏好,渣渣灰
电商品牌成交偏好,LaPeche拉拜诗
电商品牌成交偏好,人仁和
电商品牌成交偏好,态诗雅
电商品牌成交偏好,TUOREN驼人
电商品牌成交偏好,Mr.Bu布先生
电商品牌成交偏好,千奈美
电商品牌成交偏好,辰辰妈
电商品牌成交偏好,Jessyline杰茜莱
电商品牌成交偏好,FABLOOX馥碧诗
电商品牌成交偏好,PAYERBACH佩耶巴
电商品牌成交偏好,Rainbow彩虹
电商品牌成交偏好,TCL
电商品牌成交偏好,SKSHU三棵树
电商品牌成交偏好,椰子知道
电商品牌成交偏好,Larbee蜡笔小新
电商品牌成交偏好,WONDERLAB万益蓝
电商品牌成交偏好,liulian·xishi榴莲西施
电商品牌成交偏好,迈巴勒
电商品牌成交偏好,Fovulaem枫竺
电商品牌成交偏好,泸州老窖头曲
电商品牌成交偏好,医束美
电商品牌成交偏好,miguhara咪咕哈啦
电商品牌成交偏好,YADEA雅迪
电商品牌成交偏好,WassupHouse
电商品牌成交偏好,CODE MINT纨素之肤
电商品牌成交偏好,Winona Baby薇诺娜宝贝
电商品牌成交偏好,RUIZU锐族
电商品牌成交偏好,上海药皂
电商品牌成交偏好,YANZAO焱造
电商品牌成交偏好,Miao Li妙立
电商品牌成交偏好,衣香丽影
电商品牌成交偏好,壹核堂
电商品牌成交偏好,凯兰登
电商品牌成交偏好,Jmoon极萌
电商品牌成交偏好,Swisse斯维诗
电商品牌成交偏好,OPPO
电商品牌成交偏好,CUKO
电商品牌成交偏好,tasogare隅田川
电商品牌成交偏好,JAVLCOCE娇可可
电商品牌成交偏好,FUANNA富安娜
电商品牌成交偏好,MENGNIU蒙牛
电商品牌成交偏好,海福盛
电商品牌成交偏好,KBNE卡贝奈尔
电商品牌成交偏好,饭乎
电商品牌成交偏好,SHELI舌里
电商品牌成交偏好,五谷磨房
电商品牌成交偏好,JOVISSE
电商品牌成交偏好,玛莎诺娅
电商品牌成交偏好,DERMAFIRM德妃
电商品牌成交偏好,爪爪博士
电商品牌成交偏好,小米移动
电商品牌成交偏好,叮叮懒人菜
电商品牌成交偏好,Dohia.com多喜爱
电商品牌成交偏好,OVL
电商品牌成交偏好,uzis
电商品牌成交偏好,COOKER KING炊大皇
电商品牌成交偏好,breo倍轻松
电商品牌成交偏好,贝莱健
电商品牌成交偏好,青羽雀
电商品牌成交偏好,阿么
电商品牌成交偏好,棉妮佳
电商品牌成交偏好,Alessandro Paccuci
电商品牌成交偏好,云妃秀
电商品牌成交偏好,网易天成
电商品牌成交偏好,无上味觉
电商品牌成交偏好,iWALK爱沃可
电商品牌成交偏好,久岁伴
电商品牌成交偏好,天狼
电商品牌成交偏好,Selfieshow靓点拍
电商品牌成交偏好,UNISKIN优时颜
电商品牌成交偏好,满分小学霸
电商品牌成交偏好,zwilling双立人
电商品牌成交偏好,Wilson威尔胜
电商品牌成交偏好,妃鱼
电商品牌成交偏好,叮咚买菜
电商品牌成交偏好,爪大娘
电商品牌成交偏好,阿道夫
电商品牌成交偏好,JIDODO吉多多
电商品牌成交偏好,芬斯狄娜
电商品牌成交偏好,Moucee
电商品牌成交偏好,MAIGUCUN麦谷村
电商品牌成交偏好,WETCODE水密码
电商品牌成交偏好,ein.b怡恩贝
电商品牌成交偏好,BOTTLEDJOY
电商品牌成交偏好,POREE博锐
电商品牌成交偏好,CHEERSHOME芝华仕
电商品牌成交偏好,WEICA维尔卡特
电商品牌成交偏好,papa爬爬
电商品牌成交偏好,汉鼎
电商品牌成交偏好,Benks邦克仕
电商品牌成交偏好,AMIRO
电商品牌成交偏好,云思木想
电商品牌成交偏好,d'zzit
电商品牌成交偏好,懒角落
电商品牌成交偏好,Uringo七彩叮当
电商品牌成交偏好,简醇
电商品牌成交偏好,BURGER KING汉堡王
电商品牌成交偏好,田园主义
电商品牌成交偏好,Erno Laszlo奥伦纳素
电商品牌成交偏好,Jenner Kendal
电商品牌成交偏好,ROBINHOOD罗宾汉
电商品牌成交偏好,ZIKE Up For L'Or姿珂莱
电商品牌成交偏好,猫大力
电商品牌成交偏好,林小生
电商品牌成交偏好,品味人家
电商品牌成交偏好,路易斯悍马
电商品牌成交偏好,町故事
电商品牌成交偏好,吉利汽车
电商品牌成交偏好,苏醒的乐园
电商品牌成交偏好,蒙牛早餐奶
电商品牌成交偏好,五菱汽车
电商品牌成交偏好,璇知物
电商品牌成交偏好,翼眠
电商品牌成交偏好,程校长
电商品牌成交偏好,ck&wq
电商品牌成交偏好,健视佳
电商品牌成交偏好,bixdo倍至
电商品牌成交偏好,SAMYANG三养
电商品牌成交偏好,NAVARCH耐威克
电商品牌成交偏好,We are Manner
电商品牌成交偏好,古讴卡
电商品牌成交偏好,L'occitane欧舒丹
电商品牌成交偏好,honor荣耀
电商品牌成交偏好,hcgn浒城古娘
电商品牌成交偏好,XGIMI极米
电商品牌成交偏好,YINER音儿
电商品牌成交偏好,COFANCY可糖
电商品牌成交偏好,仟味神厨
电商品牌成交偏好,NEI WAI内外
电商品牌成交偏好,Alfie&Buddy阿飞和巴弟
电商品牌成交偏好,VT薇缔
电商品牌成交偏好,MISS SIXTY
电商品牌成交偏好,BECKBEKA
电商品牌成交偏好,antas安泰
电商品牌成交偏好,Dragon Tooth龙牙
电商品牌成交偏好,大江
电商品牌成交偏好,HONEYCARE心宠
电商品牌成交偏好,田英章
电商品牌成交偏好,西西来了
电商品牌成交偏好,DPI
电商品牌成交偏好,喜茶
电商品牌成交偏好,T-Garden
电商品牌成交偏好,福满棚
电商品牌成交偏好,TOMMYHILFIGER
电商品牌成交偏好,BACKATONE
电商品牌成交偏好,TRY-V创威
电商品牌成交偏好,MANTING满婷
电商品牌成交偏好,TSUYAGLA崔娅
电商品牌成交偏好,SHANNAI閃耐
电商品牌成交偏好,Calvin Klein
电商品牌成交偏好,MUHUO牧火
电商品牌成交偏好,Kaadas凯迪仕
电商品牌成交偏好,Utour
电商品牌成交偏好,Huawei华为
电商品牌成交偏好,恒都
电商品牌成交偏好,TasteMatters加点滋味
电商品牌成交偏好,海枫
电商品牌成交偏好,阪画屋
电商品牌成交偏好,CLASSIC TEDDY精典泰迪
电商品牌成交偏好,SATINE金典
电商品牌成交偏好,黄小姐
电商品牌成交偏好,HODO红豆
电商品牌成交偏好,辣小娘
电商品牌成交偏好,帅楠
电商品牌成交偏好,無印良品
电商品牌成交偏好,CONFU康夫
电商品牌成交偏好,CONBA康恩贝
电商品牌成交偏好,小猿
电商品牌成交偏好,爱朴
电商品牌成交偏好,HugoBoss雨果博斯
电商品牌成交偏好,IN-PLUS麦德氏
电商品牌成交偏好,keheal科西
电商品牌成交偏好,Girlcult
电商品牌成交偏好,华望
电商品牌成交偏好,RED CHAMBER
电商品牌成交偏好,Costa咖世家
电商品牌成交偏好,MEIZHAI美宅
电商品牌成交偏好,古井贡
电商品牌成交偏好,CHICKEN JOJO小鸡叫叫
电商品牌成交偏好,Dancing Up舞动奇迹
电商品牌成交偏好,梦洁
电商品牌成交偏好,固特威
电商品牌成交偏好,DR冬日
电商品牌成交偏好,OATS HOUSE NATUIAL燕谷坊
电商品牌成交偏好,金晔
电商品牌成交偏好,民和
电商品牌成交偏好,迦南阳光
电商品牌成交偏好,LooraPwd罗拉密码
电商品牌成交偏好,林氏家居
电商品牌成交偏好,舒适果
电商品牌成交偏好,MichaelKors迈克尔高司
电商品牌成交偏好,oralshark口腔鲨鱼
电商品牌成交偏好,Redmi红米
电商品牌成交偏好,花田萃
电商品牌成交偏好,dreame追觅
电商品牌成交偏好,broadcast播
电商品牌成交偏好,Cistto肤见
电商品牌成交偏好,JINKAIRUI金凯瑞
电商品牌成交偏好,莲讯客家购
电商品牌成交偏好,AIMER爱慕
电商品牌成交偏好,Unifree
电商品牌成交偏好,中康
电商品牌成交偏好,诺必行
电商品牌成交偏好,MAYIHEZI蚂蚁盒子
电商品牌成交偏好,SLEEMON喜临门
电商品牌成交偏好,vivo
电商品牌成交偏好,QINGSHENVHUANG轻奢女皇
电商品牌成交偏好,肯德基
电商品牌成交偏好,东方文澜
电商品牌成交偏好,GNC健安喜
电商品牌成交偏好,南山食畔
电商品牌成交偏好,浙梅
电商品牌成交偏好,美鑫达
电商品牌成交偏好,YUZHAOLIN俞兆林
电商品牌成交偏好,神宫
电商品牌成交偏好,五芳斋
电商品牌成交偏好,修正
电商品牌成交偏好,作业帮
电商品牌成交偏好,Ulike
电商品牌成交偏好,铜师傅
电商品牌成交偏好,朴西
电商品牌成交偏好,泓一
电商品牌成交偏好,北纬47°
电商品牌成交偏好,作业帮直播课
电商品牌成交偏好,babysheep
电商品牌成交偏好,FORNI
电商品牌成交偏好,Nippon Paint立邦
电商品牌成交偏好,Pure&Natural伯纳天纯
电商品牌成交偏好,执杆江湖
电商品牌成交偏好,本该时鲜
电商品牌成交偏好,NACO
电商品牌成交偏好,三青漆
电商品牌成交偏好,爆猪
电商品牌成交偏好,MARC&JANIE
电商品牌成交偏好,QIANLIXIU纤莉秀
电商品牌成交偏好,墨雪
电商品牌成交偏好,moodytiger
电商品牌成交偏好,yunbaby孕贝
电商品牌成交偏好,wowo喔喔
电商品牌成交偏好,SID超人
电商品牌成交偏好,清宜
电商品牌成交偏好,莫小仙
电商品牌成交偏好,lantern兰亭
电商品牌成交偏好,贝可施
电商品牌成交偏好,JIADIAONI佳钓尼
电商品牌成交偏好,TAKSAT
电商品牌成交偏好,LOTOR小浣熊
电商品牌成交偏好,KALEIDOS万花镜
电商品牌成交偏好,COCO ZONE
电商品牌成交偏好,小田姑娘
电商品牌成交偏好,罗莱
电商品牌成交偏好,itutn爱图腾
电商品牌成交偏好,seamild西麦
电商品牌成交偏好,泸州老窖
电商品牌成交偏好,皮皮嘴
电商品牌成交偏好,The North Face北面
电商品牌成交偏好,Lenovo联想
电商品牌成交偏好,衬衫老罗
电商品牌成交偏好,TINECO添可
电商品牌成交偏好,UKILAU
电商品牌成交偏好,好人家
电商品牌成交偏好,十三姑
电商品牌成交偏好,Wahaha娃哈哈
电商品牌成交偏好,Le Pur’乐纯
电商品牌成交偏好,药都仁和
电商品牌成交偏好,WEIWEI维维
电商品牌成交偏好,拇指白小T
电商品牌成交偏好,kawu卡屋
电商品牌成交偏好,石一昆味
电商品牌成交偏好,陶陶居
电商品牌成交偏好,Reloading
电商品牌成交偏好,Kaalixto
电商品牌成交偏好,漫步者花再
电商品牌成交偏好,牛胖胖
电商品牌成交偏好,airmate艾美特
电商品牌成交偏好,jissbon杰士邦
电商品牌成交偏好,LANCY朗姿
电商品牌成交偏好,泛猫
电商品牌成交偏好,cleer
电商品牌成交偏好,Move Free益节
电商品牌成交偏好,秦妈
电商品牌成交偏好,HSAK汉鲨
电商品牌成交偏好,Deerma德尔玛
电商品牌成交偏好,雪兰
电商品牌成交偏好,SKG艾诗凯奇
电商品牌成交偏好,submarine潜水艇
电商品牌成交偏好,PIDAN
电商品牌成交偏好,seven7柒牌
电商品牌成交偏好,香百年
电商品牌成交偏好,权就
电商品牌成交偏好,kateistory家之物语
电商品牌成交偏好,TOUZHIMI透之谜
电商品牌成交偏好,厚生
电商品牌成交偏好,LIVEN利仁
电商品牌成交偏好,Jovs
电商品牌成交偏好,多燕瘦
电商品牌成交偏好,漠里优选
电商品牌成交偏好,povos奔腾
电商品牌成交偏好,嚼绊
电商品牌成交偏好,打丸哥
电商品牌成交偏好,东方树叶
电商品牌成交偏好,五月季
电商品牌成交偏好,Arsis
电商品牌成交偏好,wps
电商品牌成交偏好,四只猫
电商品牌成交偏好,FED飞尔顿
电商品牌成交偏好,GREEN BEANS BOOK青豆书坊
电商品牌成交偏好,Warrior回力
电商品牌成交偏好,映趣
电商品牌成交偏好,coffeebox连咖啡
电商品牌成交偏好,TSINGTAO青岛啤酒
电商品牌成交偏好,妈妈很忙
电商品牌成交偏好,ChaCheer洽洽
电商品牌成交偏好,全品
电商品牌成交偏好,JNBY江南布衣
电商品牌成交偏好,BYHEALTH
电商品牌成交偏好,HONESTBITE诚实一口
电商品牌成交偏好,OGP时光肌
电商品牌成交偏好,GIRDEAR哥弟
电商品牌成交偏好,Mermaid美人鱼
电商品牌成交偏好,俏舅妈
电商品牌成交偏好,轻龄大师
电商品牌成交偏好,高途
电商品牌成交偏好,Decathlon迪卡侬
电商品牌成交偏好,汇源
电商品牌成交偏好,雨范
电商品牌成交偏好,张小泉
电商品牌成交偏好,李子柒
电商品牌成交偏好,小茶日记
电商品牌成交偏好,HORIEN海俪恩
电商品牌成交偏好,M.Latin马·拉丁
电商品牌成交偏好,伊诗兰顿
电商品牌成交偏好,艾干净
电商品牌成交偏好,JUNLEBAO君乐宝
电商品牌成交偏好,ARIA LEISURE
电商品牌成交偏好,uwant就选
电商品牌成交偏好,FulQun芙清
电商品牌成交偏好,GXG
电商品牌成交偏好,Dyson戴森
电商品牌成交偏好,老金磨方
电商品牌成交偏好,DJI大疆
电商品牌成交偏好,PHILIPS飞利浦
电商品牌成交偏好,GLORIA歌莉娅
电商品牌成交偏好,ANKER安克
电商品牌成交偏好,南乙
电商品牌成交偏好,RIBENDINGDING
电商品牌成交偏好,BYHEALTH汤臣倍健
电商品牌成交偏好,英贝健
电商品牌成交偏好,特步
电商品牌成交偏好,SIX STAR六星
电商品牌成交偏好,喜之郎
电商品牌成交偏好,louiscardy路易卡迪
电商品牌成交偏好,德叔鲍鱼
电商品牌成交偏好,百年扁氏
电商品牌成交偏好,冷卡
电商品牌成交偏好,猿辅导
电商品牌成交偏好,YASEN雅森
电商品牌成交偏好,娅美乐
电商品牌成交偏好,Joyoung九阳
电商品牌成交偏好,BiosericaERA禾素时代
电商品牌成交偏好,TOMMARK唐魅可
电商品牌成交偏好,TKZ
电商品牌成交偏好,杏林草堂
电商品牌成交偏好,KEYLID健力多
电商品牌成交偏好,BIOHYALUX润百颜
电商品牌成交偏好,蝶岛海歌
电商品牌成交偏好,友臣
电商品牌成交偏好,’SEIFINI诗凡黎
电商品牌成交偏好,Mentholatum曼秀雷敦
电商品牌成交偏好,Zhong An Insurance众安保险
电商品牌成交偏好,普云
电商品牌成交偏好,Chanjet畅捷通
电商品牌成交偏好,YOULINGYOUSHI有零有食
电商品牌成交偏好,SALAXI莎莱茜
电商品牌成交偏好,喜德盛
电商品牌成交偏好,CASSIEY cosmetics
电商品牌成交偏好,Keep
电商品牌成交偏好,SNEFE雪玲妃
电商品牌成交偏好,HINSOCHA韩水仙
电商品牌成交偏好,海底捞调味料
电商品牌成交偏好,Reboto瑞佰拓
电商品牌成交偏好,OLAYKS
电商品牌成交偏好,TORRAS图拉斯
电商品牌成交偏好,南孚
电商品牌成交偏好,chuzhiyi厨之翼
电商品牌成交偏好,Shinho欣和
电商品牌成交偏好,MK鸭货
电商品牌成交偏好,ZAOSHIGUANG早食光
电商品牌成交偏好,QUADHA夸迪
电商品牌成交偏好,SKYWORTH创维
电商品牌成交偏好,陈生记
电商品牌成交偏好,Weidendorf德亚
电商品牌成交偏好,sopami
电商品牌成交偏好,DIGITALWOLF数码狼
电商品牌成交偏好,NPC
电商品牌成交偏好,汾酒
电商品牌成交偏好,aigo爱国者
电商品牌成交偏好,MontVoo迈特优
电商品牌成交偏好,bilibili
电商品牌成交偏好,SUNTORY三得利
电商品牌成交偏好,cabbeen卡宾
电商品牌成交偏好,FLWB韩愢
电商品牌成交偏好,遐
电商品牌成交偏好,印迹
电商品牌成交偏好,萤石
电商品牌成交偏好,莫易
电商品牌成交偏好,COGI高姿
电商品牌成交偏好,DESMAN德施曼
电商品牌成交偏好,SWAROVSKI施华洛世奇
电商品牌成交偏好,口袋旅行
电商品牌成交偏好,佩妮 6+1
电商品牌成交偏好,沃特浦
电商品牌成交偏好,霞湖世家
电商品牌成交偏好,Logitech罗技
电商品牌成交偏好,Rainbow star彩虹星球合作社
电商品牌成交偏好,香飘飘
电商品牌成交偏好,YIKUO忆括
电商品牌成交偏好,Huahou花后
电商品牌成交偏好,博商
电商品牌成交偏好,LYCOCELLE绽家
电商品牌成交偏好,QIANLINGMEI千灵美
电商品牌成交偏好,网易游戏
电商品牌成交偏好,PEAK匹克
电商品牌成交偏好,白云山敬修堂
电商品牌成交偏好,WHITE FOREST白森林
电商品牌成交偏好,xiabutou鲜捕头
电商品牌成交偏好,edition
电商品牌成交偏好,MsShe慕姗诗怡
电商品牌成交偏好,杨博士
电商品牌成交偏好,Totole太太乐
电商品牌成交偏好,轻元素
电商品牌成交偏好,TIANSHU天淑
电商品牌成交偏好,牛排保鲜局
电商品牌成交偏好,紫燕食品
电商品牌成交偏好,JUELREOU朱莉欧
电商品牌成交偏好,BIODERMA贝德玛
电商品牌成交偏好,Budweiser百威
电商品牌成交偏好,Lisen
电商品牌成交偏好,利磨坊
电商品牌成交偏好,斑马世界
电商品牌成交偏好,八马
电商品牌成交偏好,华夏希尔顿
电商品牌成交偏好,燕壹壹
电商品牌成交偏好,AJDE
电商品牌成交偏好,KELME卡尔美
电商品牌成交偏好,OPPLE欧普照明
电商品牌成交偏好,MAKE SENSE理然
电商品牌成交偏好,赊刀人
电商品牌成交偏好,天星教育
电商品牌成交偏好,植物妈妈
电商品牌成交偏好,AvecMoi
电商消费频次,(0，5]
电商消费频次,(5，10]
电商消费频次,(10，15]
电商消费频次,(15，20]
电商消费频次,(20，25]
电商消费频次,(25，30]
电商消费频次,(30，35]
电商消费频次,(35，40]
电商消费频次,(40，45]
电商消费频次,(45，+∞)
电商消费金额,(0，50]
电商消费金额,(50，100]
电商消费金额,(100，150]
电商消费金额,(150，200]
电商消费金额,(200，300]
电商消费金额,(300，500]
电商消费金额,(500，1000]
电商消费金额,(1000，1500]
电商消费金额,(1500，2000]
电商消费金额,(2000，+∞)
触点互动偏好,通投
触点互动偏好,抖音
触点互动偏好,火山
触点互动偏好,剪映
触点互动偏好,番茄小说
触点互动偏好,西瓜
触点互动偏好,住小帮
触点互动偏好,今日头条
触点互动偏好,通投-AD竞价搜索
触点互动偏好,通投-信息流全域通
触点互动偏好,通投-本地推视频推广
触点互动偏好,通投-本地推直播推广
触点互动偏好,通投-千川短视频图文带货
触点互动偏好,通投-千川直播带货
触点互动偏好,通投-开屏全域通
触点互动偏好,通投-品牌热榜
触点互动偏好,通投-千川直播竞价搜索
触点互动偏好,通投-搜索品专
触点互动偏好,通投-通投智选
触点互动偏好,通投-千川短视频图文搜索
触点互动偏好,通投-小店随心推
触点互动偏好,抖音-DOU+
触点互动偏好,抖音-星图视频推广
触点互动偏好,抖音-自然内容
触点互动偏好,抖音-内容热推（不含磁贴）
触点互动偏好,抖音-feedslive
触点互动偏好,抖音-自然搜索
触点互动偏好,抖音-开屏
触点互动偏好,抖音-其他
触点互动偏好,抖音-信息流
触点互动偏好,抖音-企业号视频
触点互动偏好,抖音-挑战赛
触点互动偏好,抖音-团购达人视频
触点互动偏好,抖音-TopView炫屏
触点互动偏好,抖音-内容热推（含磁贴）
触点互动偏好,抖音-AD首选媒体
触点互动偏好,抖音-企业号直播
触点互动偏好,火山-AD首选媒体
触点互动偏好,火山-自然内容
触点互动偏好,剪映-开屏
触点互动偏好,番茄小说-其他
触点互动偏好,番茄小说-AD首选媒体
触点互动偏好,番茄小说-开屏
触点互动偏好,西瓜-自然搜索
触点互动偏好,西瓜-AD首选媒体
触点互动偏好,西瓜-企业号视频
触点互动偏好,西瓜-开屏
触点互动偏好,西瓜-信息流
触点互动偏好,西瓜-自然内容
触点互动偏好,住小帮-开屏
触点互动偏好,住小帮-信息流
触点互动偏好,住小帮-AD首选媒体
触点互动偏好,住小帮-其他
触点互动偏好,今日头条-头条号外
触点互动偏好,今日头条-其他
触点互动偏好,今日头条-AD首选媒体
触点互动偏好,今日头条-信息流
触点互动偏好,今日头条-自然搜索
触点互动偏好,今日头条-星图文章推广
触点互动偏好,今日头条-开屏
触点互动偏好,今日头条-企业号视频
触点互动偏好,今日头条-自然内容
触点互动偏好,今日头条-TopView炫屏
城市,北京
城市,天津
城市,石家庄
城市,唐山
城市,秦皇岛
城市,邯郸
城市,邢台
城市,保定
城市,张家口
城市,承德
城市,沧州
城市,廊坊
城市,衡水
城市,太原
城市,大同
城市,阳泉
城市,长治
城市,晋城
城市,朔州
城市,晋中
城市,运城
城市,忻州
城市,临汾
城市,吕梁
城市,呼和浩特
城市,包头
城市,乌海
城市,赤峰
城市,通辽
城市,鄂尔多斯
城市,呼伦贝尔
城市,巴彦淖尔
城市,乌兰察布
城市,兴安
城市,锡林郭勒
城市,阿拉善
城市,沈阳
城市,大连
城市,鞍山
城市,抚顺
城市,本溪
城市,丹东
城市,锦州
城市,营口
城市,阜新
城市,辽阳
城市,盘锦
城市,铁岭
城市,朝阳
城市,葫芦岛
城市,长春
城市,吉林
